City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Ugoofaaru,MV,5.6667,73.0,79.34,77,100,19.53,overcast clouds
348,Leningradskiy,RU,69.3833,178.4167,33.19,99,100,12.44,snow
349,Bar Harbor,US,44.3876,-68.2039,71.28,83,75,15.01,broken clouds
350,Broken Hill,AU,-31.95,141.4333,55.06,47,57,2.93,broken clouds
351,Belmonte,BR,-15.8631,-38.8828,68.68,77,89,11.7,overcast clouds
352,Gisborne,NZ,-38.6533,178.0042,57.0,52,54,3.6,broken clouds
353,Grand Gaube,MU,-20.0064,57.6608,63.0,72,9,3.91,clear sky
354,Kupang,ID,-10.1667,123.5833,77.74,79,82,6.67,broken clouds
355,Tunceli,TR,39.1083,39.5471,76.84,21,1,5.37,clear sky
356,Saldanha,ZA,-33.0117,17.9442,60.85,61,37,12.33,scattered clouds
357,Ghanzi,BW,-21.5667,21.7833,61.7,44,0,14.5,clear sky
358,Tungor,RU,53.3808,142.9564,64.2,69,0,11.9,clear sky
359,Tura,IN,25.5198,90.2201,73.89,97,100,3.71,overcast clouds
360,Port Augusta,AU,-32.5,137.7667,54.45,58,54,7.25,broken clouds
361,Begichevskiy,RU,53.7961,38.255,54.64,66,62,8.41,broken clouds
362,Dubbo,AU,-32.25,148.6167,59.13,77,83,10.36,broken clouds
363,Walvis Bay,NA,-22.9575,14.5053,59.09,88,28,1.14,scattered clouds
364,Atasu,KZ,48.6814,71.6433,68.85,22,4,7.38,clear sky
365,Mahajanga,MG,-15.7167,46.3167,72.23,56,4,11.39,clear sky
366,Dunedin,NZ,-45.8742,170.5036,55.8,78,47,7.16,scattered clouds
367,Kavaratti,IN,10.5669,72.642,77.32,91,100,20.65,moderate rain
368,La Grande,US,45.3246,-118.0877,95.02,18,46,8.55,scattered clouds
369,Harper,LR,4.375,-7.7169,73.99,95,100,11.92,heavy intensity rain
370,Merauke,ID,-8.4667,140.3333,79.25,83,62,10.92,broken clouds
371,Katima Mulilo,NA,-17.5,24.2667,63.81,45,8,4.92,clear sky
372,Maragogi,BR,-9.0122,-35.2225,73.11,80,82,10.8,broken clouds
373,Gladstone,AU,-23.85,151.25,70.79,73,59,10.36,broken clouds
374,Soria,ES,41.6667,-2.6667,61.11,100,49,3.02,scattered clouds
375,Toamasina,MG,-18.1667,49.3833,67.8,89,24,2.39,few clouds
376,Pacific Grove,US,36.6177,-121.9166,83.55,76,0,11.99,clear sky
377,Moree,AU,-29.4667,149.85,63.93,65,55,11.68,broken clouds
378,Chapais,CA,49.7834,-74.8492,53.38,88,100,5.88,overcast clouds
379,Gravdal,NO,68.1214,13.5031,48.97,76,100,6.85,overcast clouds
380,Sochi,RU,43.6,39.7303,69.89,56,0,5.32,clear sky
381,Magnolia,US,33.2671,-93.2393,89.29,63,86,0.98,overcast clouds
382,Kjollefjord,NO,70.9457,27.3465,44.65,81,100,6.91,overcast clouds
383,Opuwo,NA,-18.0607,13.84,66.43,42,5,4.07,clear sky
384,Jacareacanga,BR,-6.2222,-57.7528,83.25,32,23,0.58,few clouds
385,Mbala,ZM,-8.8402,31.3659,59.43,68,54,13.73,broken clouds
386,Hami,CN,42.8,93.45,71.37,29,95,6.96,overcast clouds
387,Puerto Escondido,MX,15.85,-97.0667,86.83,58,40,3.44,scattered clouds
388,Tyukhtet,RU,56.5389,89.3011,58.1,99,100,3.85,light rain
389,Yulara,AU,-25.2406,130.9889,52.83,86,100,9.42,overcast clouds
390,Nabire,ID,-3.3667,135.4833,76.71,91,91,1.48,overcast clouds
391,Avera,US,33.194,-82.5271,90.55,52,79,2.8,broken clouds
392,Kieta,PG,-6.2167,155.6333,82.08,76,78,2.84,light rain
393,Yashkul,RU,46.1711,45.3435,79.66,38,0,7.16,clear sky
394,Marienburg,PL,54.0359,19.0266,56.12,75,6,7.23,clear sky
395,Cam Ranh,VN,11.9214,109.1591,78.76,83,20,2.3,few clouds
396,Northam,GB,51.0333,-4.2167,65.39,74,100,15.23,overcast clouds
397,Morondava,MG,-20.2833,44.2833,66.34,64,0,15.61,clear sky
398,Polczyn-Zdroj,PL,53.7642,16.0957,49.28,88,6,6.02,clear sky
399,North Bend,US,43.4065,-124.2243,76.24,83,75,11.5,broken clouds
400,Teguldet,RU,57.3064,88.1667,53.53,98,99,1.3,overcast clouds
401,Kirakira,SB,-10.4544,161.9205,79.72,83,100,11.12,light rain
402,Anqing,CN,30.5092,117.0506,69.19,84,99,7.23,overcast clouds
403,Ahuimanu,US,21.4447,-157.8378,87.51,57,40,17.27,scattered clouds
404,Homer,US,59.6425,-151.5483,57.09,70,100,11.99,overcast clouds
405,Tuatapere,NZ,-46.1333,167.6833,58.01,74,73,2.46,broken clouds
406,Sinnamary,GF,5.3833,-52.95,79.66,86,66,9.57,broken clouds
407,Urengoy,RU,65.9667,78.3667,37.18,93,85,7.83,overcast clouds
408,Kelo,TD,9.3086,15.8066,73.11,95,83,5.08,moderate rain
409,Narsaq,GL,60.9167,-46.05,46.62,58,29,4.29,scattered clouds
410,Port Lincoln,AU,-34.7333,135.8667,53.11,71,34,8.12,scattered clouds
411,Sorland,NO,67.667,12.6934,50.45,69,100,9.06,overcast clouds
412,Iberia,US,29.9502,-91.7507,91.96,52,0,3.44,clear sky
413,Ixtapa,MX,20.7,-105.2,87.22,66,75,10.36,broken clouds
414,Zuenoula,CI,7.4292,-6.0431,71.24,93,100,2.89,overcast clouds
415,Hasaki,JP,35.7333,140.8333,84.6,82,30,21.18,scattered clouds
416,Flinders,AU,-34.5833,150.8552,64.38,82,17,4.0,few clouds
417,Srandakan,ID,-7.9386,110.2506,75.2,91,100,6.17,overcast clouds
418,Tateyama,JP,34.9833,139.8667,82.09,83,21,18.3,few clouds
419,Landshut,DE,48.5333,12.15,59.67,97,100,1.99,light rain
420,Chunskiy,RU,56.0815,99.6342,57.0,96,100,7.45,light rain
421,Kankon,IN,15.0167,74.0167,76.8,93,75,7.65,broken clouds
422,Moron,AR,-34.6534,-58.6198,63.81,80,92,4.43,overcast clouds
423,Seydi,TM,39.4816,62.9137,77.58,18,0,9.93,clear sky
424,Pervoye Maya,RU,56.164,44.7196,60.19,68,50,9.06,scattered clouds
425,Dulce Grande,MX,23.0,-102.1667,74.44,43,99,13.24,overcast clouds
426,Lodja,CD,-3.4833,23.4333,69.66,93,55,2.08,moderate rain
427,Cadereyta,MX,25.5833,-99.9833,90.59,34,99,12.95,overcast clouds
428,Rabo De Peixe,PT,37.8,-25.5833,72.91,83,75,3.44,broken clouds
429,Ust-Koksa,RU,50.2696,85.6108,46.72,83,72,0.16,broken clouds
430,Pangnirtung,CA,66.1451,-65.7125,49.55,51,17,5.79,few clouds
431,Flin Flon,CA,54.7682,-101.865,76.84,53,20,5.75,few clouds
432,Sayat,TM,38.7839,63.8803,69.67,17,0,10.98,clear sky
433,Coelho Neto,BR,-4.2567,-43.0128,81.63,43,24,0.2,few clouds
434,Naze,JP,28.3667,129.4833,83.32,82,35,17.76,scattered clouds
435,Borogontsy,RU,62.6683,131.1683,45.07,78,100,3.44,overcast clouds
436,Marawi,PH,7.9986,124.2928,72.16,89,100,4.03,overcast clouds
437,Dolinsk,RU,47.35,142.8,61.21,91,96,3.33,overcast clouds
438,Sumbe,AO,-11.2061,13.8437,68.83,90,20,7.87,few clouds
439,Felanitx,ES,39.4696,3.1483,74.95,74,0,3.38,clear sky
440,Kamaishi,JP,39.2667,141.8833,78.69,85,76,7.9,light rain
441,De Aar,ZA,-30.6497,24.0123,56.98,43,54,8.57,broken clouds
442,Karabash,RU,55.4808,60.2157,60.71,76,81,3.62,broken clouds
443,Cascais,PT,38.6979,-9.4215,68.94,68,52,15.99,broken clouds
444,Stornoway,GB,58.2093,-6.3865,44.56,100,20,1.14,few clouds
445,Verkhnevilyuysk,RU,63.4453,120.3167,38.68,94,96,2.62,overcast clouds
446,Nebolchi,RU,59.1239,33.3454,41.34,98,100,11.95,light rain
447,Warri,NG,5.5167,5.75,75.42,91,100,4.32,light rain
448,Touros,BR,-5.1989,-35.4608,75.94,72,83,20.02,broken clouds
449,Carbonia,IT,39.1672,8.5222,72.01,83,3,4.97,clear sky
450,Quelimane,MZ,-17.8786,36.8883,68.09,60,45,8.59,scattered clouds
451,Gavrilovka Vtoraya,RU,52.877,42.7663,63.97,63,55,6.53,broken clouds
452,Bubaque,GW,11.2833,-15.8333,79.83,81,100,16.96,light rain
453,Antofagasta,CL,-23.65,-70.4,56.48,83,40,6.53,scattered clouds
454,Parabel,RU,58.6978,81.4825,54.07,76,100,6.24,overcast clouds
455,Santa Cruz Del Sur,CU,20.7147,-77.9956,86.25,57,69,3.31,broken clouds
456,Ishigaki,JP,24.3448,124.1572,82.53,94,75,17.27,light intensity shower rain
457,Gornyak,RU,50.9942,81.4661,61.52,50,12,5.08,few clouds
458,Ayan,RU,56.45,138.1667,55.98,91,53,10.4,light rain
459,Kuandian,CN,40.7286,124.7847,62.29,82,1,4.85,clear sky
460,Angoche,MZ,-16.2325,39.9086,73.76,54,86,19.37,overcast clouds
461,Aykhal,RU,66.0,111.5,36.21,97,100,5.37,overcast clouds
462,Paris,FR,48.8534,2.3488,70.14,69,0,8.05,clear sky
463,Lompoc,US,34.6391,-120.4579,77.85,68,0,13.8,clear sky
464,Karratha,AU,-20.7377,116.8463,70.2,54,26,7.99,scattered clouds
465,Umea,SE,63.8284,20.2597,44.91,93,0,4.61,clear sky
466,Gari,RU,59.4307,62.3497,49.15,94,100,5.73,overcast clouds
467,Coari,BR,-4.085,-63.1414,80.62,58,55,2.71,broken clouds
468,Yangcun,CN,39.3639,117.0603,73.38,60,0,12.66,clear sky
469,Iralaya,HN,15.0,-83.2333,80.06,81,100,6.96,overcast clouds
470,Jibuti,DJ,11.5,42.5,80.17,73,13,8.03,few clouds
471,Sulphur,US,30.2366,-93.3774,93.18,62,40,4.61,scattered clouds
472,Yar-Sale,RU,66.8333,70.8333,41.81,81,91,8.86,overcast clouds
473,Nantucket,US,41.2835,-70.0995,78.91,88,0,10.36,clear sky
474,Auki,SB,-8.7676,160.7034,81.88,73,97,4.99,overcast clouds
475,Corum,TR,40.5,34.75,65.89,52,0,5.19,clear sky
476,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,63.19,68,0,11.18,clear sky
477,Gorbehaza,HU,47.8333,21.2333,66.38,43,98,11.21,overcast clouds
478,Kota Bahru,MY,6.1333,102.2386,76.95,88,20,3.44,few clouds
479,The Valley,AI,18.217,-63.0578,84.06,69,20,5.75,few clouds
480,Vardo,NO,70.3705,31.1107,42.78,75,100,11.5,overcast clouds
481,Beyneu,KZ,45.3167,55.2,78.69,22,0,12.68,clear sky
482,Bacungan,PH,9.9106,118.7022,78.85,89,75,6.91,broken clouds
483,Letlhakane,BW,-21.4167,25.5833,57.78,61,0,18.45,clear sky
484,Anjiang,CN,27.3194,110.1031,69.94,75,99,2.21,overcast clouds
485,Petropavlovka,RU,50.6114,105.3196,49.48,84,6,3.8,clear sky
486,Pisco,PE,-13.7,-76.2167,60.85,82,0,17.27,clear sky
487,North Battleford,CA,52.7834,-108.2847,95.4,25,0,3.44,clear sky
488,Pangoa,PE,-12.1167,-73.0,74.7,60,11,3.29,few clouds
489,Lorengau,PG,-2.0226,147.2712,83.01,79,89,11.03,overcast clouds
490,Dawson Creek,CA,55.7666,-120.2362,82.04,23,20,12.66,few clouds
491,Launceston,AU,-41.45,147.1667,54.34,97,100,14.97,overcast clouds
492,Bereda,ES,43.2686,-7.5406,61.57,100,65,0.98,broken clouds
493,Diamantino,BR,-14.4086,-56.4461,83.34,25,14,5.82,few clouds
494,Khorinsk,RU,52.1657,109.7726,48.13,71,11,3.49,few clouds
495,Pamanukan,ID,-6.2842,107.8106,76.5,84,81,5.35,broken clouds
496,Vestmannaeyjar,IS,63.4427,-20.2734,50.67,76,98,12.53,overcast clouds
497,Ust-Kut,RU,56.7938,105.7672,56.21,96,100,8.81,moderate rain
498,Kuchaman,IN,27.15,74.85,81.25,65,81,8.14,broken clouds
499,Oktyabrskoye,RU,43.0645,44.7417,62.74,88,0,2.24,clear sky
500,Ust-Kuyga,RU,70.0167,135.6,52.25,84,100,1.66,overcast clouds
501,Doha,QA,25.2867,51.5333,91.29,72,0,4.61,clear sky
502,Saint George,US,37.1041,-113.5841,109.44,10,0,3.44,clear sky
503,Gambela,ET,8.25,34.5833,69.03,97,86,4.21,light rain
504,Abu Dhabi,AE,24.4667,54.3667,87.82,85,0,2.3,clear sky
505,Kulhudhuffushi,MV,6.6221,73.07,78.13,81,100,18.39,overcast clouds
506,Lakatoro,VU,-16.0999,167.4164,79.77,71,61,15.84,broken clouds
507,Qobustan,AZ,40.0824,49.412,77.45,59,0,3.67,clear sky
508,Arawa,PG,-6.2132,155.5367,82.62,77,81,3.74,light rain
509,Okha,RU,53.5739,142.9478,62.67,74,0,11.68,clear sky
510,Soyo,AO,-6.1349,12.3689,72.45,87,45,8.21,scattered clouds
511,Khanpur,PK,28.6453,70.6567,85.37,59,4,11.9,clear sky
512,Mayumba,GA,-3.432,10.6554,73.35,88,81,7.78,broken clouds
513,Lundazi,ZM,-12.2929,33.1782,61.57,64,0,11.95,clear sky
514,Kawalu,ID,-7.3817,108.2082,72.09,98,97,2.28,overcast clouds
515,Garissa,KE,-0.4536,39.6401,71.55,76,53,18.12,broken clouds
516,Aden,YE,12.7794,45.0367,84.6,81,11,9.62,few clouds
517,Motygino,RU,58.1831,94.7592,43.81,97,72,2.98,broken clouds
518,Greensburg,US,40.3015,-79.5389,77.0,59,20,11.5,few clouds
519,Eirunepe,BR,-6.6603,-69.8736,83.23,50,38,0.16,scattered clouds
520,Banff,CA,51.1762,-115.5698,85.23,20,2,8.05,clear sky
521,Omsukchan,RU,62.5333,155.8,53.02,52,51,5.64,broken clouds
522,Zhigansk,RU,66.7697,123.3711,42.91,80,100,11.1,overcast clouds
523,Tabas,IR,33.5959,56.9244,76.73,17,0,5.64,clear sky
524,Trincomalee,LK,8.5711,81.2335,76.46,88,100,16.93,light rain
525,Husavik,IS,66.0449,-17.3389,53.98,75,95,11.63,overcast clouds
526,Cap Malheureux,MU,-19.9842,57.6142,70.95,72,8,3.83,clear sky
527,Oktyabrskiy,RU,54.4815,53.471,66.88,44,89,7.07,overcast clouds
528,Daru,PG,-9.0763,143.2092,79.48,89,56,12.3,broken clouds
529,Uri,IN,34.0833,74.0333,64.42,90,10,3.0,clear sky
530,Xingyi,CN,24.1877,102.817,61.97,97,100,2.98,overcast clouds
531,Poum,NC,-20.2333,164.0167,75.13,76,73,18.41,broken clouds
532,Maniitsoq,GL,65.4167,-52.9,38.73,69,25,3.09,scattered clouds
533,Makakilo City,US,21.3469,-158.0858,86.32,51,100,19.57,overcast clouds
534,Tommot,RU,58.9564,126.2925,44.28,67,35,3.31,scattered clouds
535,Dongkan,CN,33.9997,119.8308,70.11,88,100,4.68,overcast clouds
536,Krasnoselkup,RU,65.7,82.4667,36.18,94,84,9.82,broken clouds
537,Mogadishu,SO,2.0371,45.3438,75.58,83,52,20.02,broken clouds
538,Quixeramobim,BR,-5.1992,-39.2928,85.59,33,59,5.99,broken clouds
539,Mnogovershinnyy,RU,53.9353,139.9242,61.2,75,2,5.37,clear sky
540,Stabat,ID,3.761,98.4513,75.4,97,99,3.27,overcast clouds
541,Da Lat,VN,11.9465,108.4419,59.81,97,19,1.36,few clouds
542,Lohardaga,IN,23.4333,84.6833,75.04,89,100,4.36,heavy intensity rain
543,Leh,IN,34.1667,77.5833,58.66,49,3,5.37,clear sky
544,Socoltenango,MX,16.2167,-92.25,68.97,88,98,0.96,overcast clouds
545,Russell,US,32.3502,-85.1999,91.0,51,0,8.05,clear sky
546,Arica,CL,-18.475,-70.3042,60.35,77,100,8.05,overcast clouds
547,Namtsy,RU,62.7161,129.6658,44.69,83,100,2.93,overcast clouds
548,Otradnoye,RU,59.7775,30.8181,47.03,95,100,11.72,light rain
549,Ballina,AU,-28.8667,153.5667,63.01,86,49,6.96,scattered clouds
550,Qurayyat,SA,31.3318,37.3428,82.58,32,0,6.91,clear sky
551,Zambezi,ZM,-13.5432,23.1047,66.87,35,41,8.59,scattered clouds
552,Kokopo,PG,-4.352,152.2633,82.81,67,83,1.41,broken clouds
553,Porto Velho,BR,-8.7619,-63.9039,82.45,69,14,2.3,few clouds
554,Lovozero,RU,68.005,35.0117,39.45,85,97,7.67,light rain
555,Tubmanburg,LR,6.8708,-10.8172,73.15,97,100,2.82,light rain
556,Lamentin,GP,16.271,-61.6312,82.99,74,20,5.75,few clouds
557,Aksu,CN,41.1231,80.2644,68.72,40,0,3.0,clear sky
558,Sungairaya,ID,0.7,108.9,77.45,88,97,2.84,overcast clouds
559,Zhanaozen,KZ,43.3,52.8,80.4,16,0,9.91,clear sky
560,Morant Bay,JM,17.8815,-76.4093,85.62,79,100,9.35,overcast clouds
561,Rorvik,NO,64.8621,11.2373,53.06,73,92,9.57,overcast clouds
562,Adrar,MR,20.5022,-10.0711,87.66,41,100,6.29,light rain
563,Taltal,CL,-25.4,-70.4833,55.44,83,17,4.16,few clouds
564,Maine-Soroa,NE,13.2114,12.0241,83.68,56,55,4.94,broken clouds
565,Tra Vinh,VN,9.9347,106.3453,77.2,91,39,2.68,scattered clouds
566,Troitsko-Pechorsk,RU,62.7084,56.1964,41.67,84,100,5.37,overcast clouds
567,Sao Raimundo Nonato,BR,-9.0153,-42.6994,78.64,36,29,8.7,scattered clouds
568,Rocky Mountain House,CA,52.3668,-114.9188,80.74,49,1,8.19,clear sky
569,Sola,VU,-13.8833,167.55,79.93,74,99,23.96,overcast clouds
570,Ulaanbaatar,MN,47.9077,106.8832,37.53,87,0,2.24,clear sky
571,Chihuahua,MX,28.5,-106.0,68.83,78,100,5.95,overcast clouds
572,Manicore,BR,-5.8092,-61.3003,82.35,78,0,0.0,clear sky
573,Shiringushi,RU,53.8485,42.7676,56.7,86,50,6.64,scattered clouds
574,Vanavara,RU,60.34,102.2797,42.21,93,74,11.07,broken clouds
575,Trat,TH,12.5,102.5,77.88,93,100,1.66,overcast clouds
576,Mount Pleasant,US,32.7941,-79.8626,86.31,86,0,5.75,clear sky
577,Kholtoson,RU,50.2981,103.3097,46.29,83,29,3.18,scattered clouds
578,Camopi,GF,3.1655,-52.3158,74.71,89,91,2.84,overcast clouds
579,Sawakin,SD,19.1059,37.3321,89.1,57,83,6.85,broken clouds
580,Magdalena,PH,14.1999,121.429,79.36,90,94,4.18,overcast clouds
581,Sosnovo-Ozerskoye,RU,52.5249,111.5418,46.6,69,58,9.64,broken clouds
582,Carutapera,BR,-1.195,-46.02,79.09,77,58,9.44,broken clouds
583,Ginda,IN,30.6945,78.4932,62.78,90,15,2.73,few clouds
584,Bundaberg,AU,-24.85,152.35,69.22,85,100,10.36,overcast clouds
585,Padang,ID,-0.9492,100.3543,75.25,84,73,3.96,broken clouds
586,Emilio Carranza,MX,19.9711,-96.6114,84.47,69,100,6.11,overcast clouds
587,Bodden Town,KY,19.2833,-81.25,84.2,76,75,10.36,broken clouds
588,Oranjemund,NA,-28.55,16.4333,57.99,80,40,9.42,scattered clouds
589,Albury,AU,-36.0833,146.9167,52.02,100,100,2.3,overcast clouds
590,Porbandar,IN,21.6422,69.6093,80.04,81,96,10.96,overcast clouds
591,Harker Heights,US,31.0835,-97.6597,88.5,62,0,9.22,clear sky
592,Rosetta,EG,31.4044,30.4164,78.21,72,0,9.48,clear sky
593,Suluova,TR,40.8313,35.6479,67.86,88,0,2.3,clear sky
594,Sur,OM,22.5667,59.5289,84.36,60,1,7.27,clear sky
595,Fort Smith,US,35.3859,-94.3986,96.39,48,0,11.5,clear sky
596,Puerto Ayacucho,VE,5.6639,-67.6236,76.87,85,66,2.19,broken clouds
597,Champerico,GT,14.3,-91.9167,81.14,79,100,7.0,overcast clouds
598,Vila,PT,42.0304,-8.1588,53.71,86,100,0.36,overcast clouds
599,Fort Nelson,CA,58.8053,-122.7002,54.99,82,100,9.22,light rain
600,Digby,CA,44.6169,-65.7655,70.75,97,96,10.0,overcast clouds
601,Katobu,ID,-4.9408,122.5276,75.7,90,29,2.68,scattered clouds
602,Darhan,MN,49.4867,105.9228,50.32,63,15,5.79,few clouds
603,Bonavista,CA,48.6499,-53.1147,66.11,76,91,12.28,overcast clouds
604,Vila Franca Do Campo,PT,37.7167,-25.4333,73.81,83,83,1.61,broken clouds
605,Sawtell,AU,-30.3833,153.1,66.22,63,3,8.05,clear sky
606,Togur,RU,58.3631,82.8265,53.73,86,100,4.43,overcast clouds
607,Dhrangadhra,IN,22.9833,71.4667,83.14,75,80,10.04,moderate rain
608,Ponta Delgada,PT,37.7333,-25.6667,74.12,83,75,3.44,broken clouds
609,Oxelosund,SE,58.6706,17.1015,46.78,93,0,5.75,clear sky
610,Galyugayevskaya,RU,43.6969,44.9344,78.17,39,3,5.59,clear sky
611,Tomatlan,MX,19.9333,-105.25,83.05,84,100,2.62,overcast clouds
612,Inhambane,MZ,-23.865,35.3833,62.02,77,53,9.42,broken clouds
613,Muscat,OM,23.6139,58.5922,82.42,60,6,4.76,clear sky
614,Nelson Bay,AU,-32.7167,152.15,66.99,89,5,1.99,clear sky
615,Mana,GF,5.6592,-53.7767,78.98,87,88,6.89,overcast clouds
616,Buin,CL,-33.7333,-70.75,55.74,75,100,1.54,overcast clouds
617,Pasighat,IN,28.0667,95.3333,75.94,98,100,1.79,overcast clouds
618,Port Hawkesbury,CA,45.6169,-61.3485,73.18,95,100,11.5,overcast clouds
619,Tautira,PF,-17.7333,-149.15,76.96,74,22,16.33,light rain
620,Novyy Urgal,RU,51.0736,132.5642,53.26,95,99,1.3,light rain
621,Nguruka,TZ,-5.1092,31.0419,74.86,42,84,5.48,broken clouds
622,Mareeba,AU,-17.0,145.4333,71.44,81,65,7.54,broken clouds
623,Srednekolymsk,RU,67.45,153.6833,49.21,46,100,9.57,overcast clouds
624,Heishan,CN,41.6892,122.1128,55.49,64,0,5.32,clear sky
625,Katangli,RU,51.7102,143.2326,62.38,73,0,5.86,clear sky
626,Tonantins,BR,-2.8731,-67.8022,77.99,81,71,2.21,broken clouds
627,Aktas,KZ,49.7789,72.9608,62.82,29,6,5.21,clear sky
628,Coihaique,CL,-45.5752,-72.0662,43.41,81,75,0.0,broken clouds
629,Orlik,RU,52.5178,99.825,44.51,77,55,3.22,broken clouds
630,Tekeli,KZ,44.83,78.8239,57.31,45,0,8.97,clear sky
631,Cabra,ES,37.4725,-4.4421,76.08,27,0,3.09,clear sky
632,Laminusa,PH,5.5549,120.9136,82.78,72,100,0.92,overcast clouds
633,Half Moon Bay,US,37.4636,-122.4286,91.54,62,0,24.16,clear sky
634,Valparaiso,CL,-33.0393,-71.6273,54.48,100,40,3.44,scattered clouds
635,Deputatskiy,RU,69.3,139.9,48.07,69,68,3.36,broken clouds
636,Calbuco,CL,-41.768,-73.1273,45.61,84,87,6.26,overcast clouds
637,Fort Pierce,US,27.4467,-80.3256,87.08,77,75,14.0,broken clouds
638,Saint-Pierre,RE,-21.3393,55.4781,67.68,71,0,4.61,clear sky
639,Centralia,US,46.7162,-122.9543,87.33,55,0,4.61,clear sky
640,Kassala,SD,15.451,36.4,80.17,73,100,10.94,overcast clouds
641,Biak,ID,-0.9131,122.8766,76.89,79,51,6.49,broken clouds
642,Vao,NC,-22.6667,167.4833,71.2,69,94,18.52,overcast clouds
643,Roma,US,43.2128,-75.4557,74.73,85,20,1.01,few clouds
644,Porgera,PG,-5.4667,143.2,51.21,79,90,2.13,overcast clouds
645,Muzhi,RU,65.3667,64.6667,36.9,89,25,5.41,scattered clouds
646,Kursavka,RU,44.4564,42.5093,72.14,54,1,3.13,clear sky
647,Roald,NO,62.5833,6.1333,56.34,87,7,11.5,clear sky
648,Jalu,LY,29.0331,21.5482,79.45,57,0,13.33,clear sky
649,Salinopolis,BR,-0.6136,-47.3561,80.13,80,74,13.4,broken clouds
650,Gobabis,NA,-22.45,18.9667,63.18,29,55,19.01,broken clouds
651,Udachnyy,RU,66.4167,112.4,37.45,93,91,3.22,overcast clouds
652,Oussouye,SN,12.485,-16.5469,80.69,83,100,8.84,light rain
653,Namatanai,PG,-3.6667,152.4333,83.91,66,83,12.71,broken clouds
654,Mount Isa,AU,-20.7333,139.5,73.17,56,74,11.5,broken clouds
655,Shenjiamen,CN,29.9576,122.298,76.64,71,71,19.71,broken clouds
656,Kainantu,PG,-6.2887,145.8655,68.68,75,78,3.04,broken clouds
657,Port Hardy,CA,50.6996,-127.4199,64.58,77,40,9.22,fog
658,Pampa,US,35.5362,-100.9599,88.57,40,0,10.36,clear sky
659,Khingansk,RU,49.1167,131.1833,48.72,98,100,8.03,light rain
660,Suntar,RU,62.1444,117.6319,37.6,93,100,5.03,overcast clouds
661,Kungurtug,RU,50.5994,97.5228,44.06,78,48,1.97,scattered clouds
662,Dingle,PH,10.9995,122.6711,78.67,87,100,4.07,overcast clouds
663,Buala,SB,-8.145,159.5921,81.9,79,98,10.16,light rain
664,Bilibino,RU,68.0546,166.4372,38.7,64,54,3.31,broken clouds
665,Santana Do Acarau,BR,-3.4606,-40.2122,77.02,68,31,4.56,scattered clouds
666,Sao Joao Da Barra,BR,-21.6403,-41.0511,65.52,63,10,10.54,clear sky
667,Fershampenuaz,RU,53.5202,59.8117,64.47,42,24,7.31,few clouds
668,Mgandu,TZ,-5.95,34.1333,61.77,57,4,11.79,clear sky
669,Lithakia,GR,37.7167,20.8333,70.97,76,0,5.57,clear sky
670,Honningsvag,NO,70.9821,25.9704,44.35,81,100,6.91,overcast clouds
671,Oistins,BB,13.0667,-59.5333,80.69,78,20,8.05,few clouds
672,Fuerte Olimpo,PY,-21.0415,-57.8738,81.95,30,0,6.08,clear sky
673,Paracuru,BR,-3.41,-39.0306,79.11,76,29,16.17,scattered clouds
674,Dhidhdhoo,MV,6.8833,73.1,77.77,83,100,19.17,overcast clouds
675,Belaya Gora,RU,68.5333,146.4167,50.49,43,63,5.64,broken clouds
676,Cortez,US,37.3489,-108.5859,86.76,24,20,12.66,few clouds
677,Xuddur,SO,4.1213,43.8894,69.35,78,39,16.42,scattered clouds
678,Hobyo,SO,5.3505,48.5268,75.31,87,58,19.86,broken clouds
679,Yeppoon,AU,-23.1333,150.7333,69.58,82,78,12.35,broken clouds
680,Kargasok,RU,59.0556,80.8572,51.85,73,100,9.75,overcast clouds
681,Turan,VN,16.0678,108.2208,78.78,89,20,3.44,few clouds
682,Nicoya,CR,10.1483,-85.452,76.77,92,97,3.06,overcast clouds
683,San Cristobal,VE,7.7669,-72.225,75.38,84,47,3.11,scattered clouds
684,Boende,CD,-0.2167,20.8667,70.9,97,100,2.01,moderate rain
685,Novaya Igirma,RU,57.1334,103.9112,53.62,94,100,7.85,overcast clouds
686,Mtwara,TZ,-10.2667,40.1833,72.79,78,5,12.77,clear sky
687,Simao,CN,22.7886,100.9748,64.11,99,99,2.21,overcast clouds
688,Olafsvik,IS,64.8945,-23.7142,47.16,79,95,8.55,overcast clouds
689,Xining,CN,36.6167,101.7667,49.08,85,99,1.88,overcast clouds
690,Mungeli,IN,22.0667,81.6833,80.31,81,100,2.55,overcast clouds
691,Nekhayevskiy,RU,50.4106,41.7561,67.69,49,57,4.61,broken clouds
692,Sobolevo,RU,54.4299,31.8996,45.0,77,62,7.34,broken clouds
693,Astoria,US,46.1879,-123.8313,67.42,83,100,13.8,overcast clouds
694,Yantal,RU,56.8471,105.2542,55.22,96,100,9.66,light rain
695,Mackay,AU,-21.15,149.2,72.68,83,41,14.81,scattered clouds
696,Pacifica,US,37.6138,-122.4869,87.91,75,20,24.16,few clouds
697,Podgornoye,RU,51.735,39.1496,61.02,77,0,8.95,clear sky
698,Abu Samrah,SY,35.3029,37.1841,84.18,40,32,4.85,scattered clouds
